CNAM - CCAM version 78 applicable 01/02/2025,,,,,,,,,,
Code,,Texte,Activité,Phase,"Tarif
Secteur 1 / adhérent OPTAM/OPTAM-ACO
(en euro)","Tarif
Hors secteur 1 / hors adhérent OPTAM/OPTAM-ACO
(en euro)",Rembt. ss Cdtions,Accord Préalable,Exo. TM,Regroupement
,,(ZZLP025),,,,,,,,
GGHB002,,"Biopsie de la plèvre, par voie transcutanée sans guidage",1,0,80.60,58.84,,,2,ATM
,,,,,,,,,,
GEHD001,,"Prélèvement intrabronchique distal protégé sur sonde d'intubation ou sur trachéotomie, sans fibroscopie",1,0,,,,,2,ATM
,,,,,,,,,,
06.01.10,,Exploration chirurgicale de l'appareil respiratoire,,,,,,,,
,,,,,,,,,,
GDQE007,,"Exploration de pli vocal [corde vocale], par laryngoscopie directe [Cordotomie exploratrice endoscopique]",1,0,94.12,78.78,,,1,ATM
"[A, 3]",,anesthésie,4,0,107.50,107.50,,,1,ADA
,,(GELE001),,,,,,,,
GHQA001,,"Exploration du médiastin, par cervicotomie",1,0,313.50,313.50,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 7, 3]",,Avec ou sans : biopsie et/ou prélèvement,,,,,,,,
,,anesthésie,4,0,221.98,221.98,,,1,ADA
,,(GELE001),,,,,,,,
GHQC001,,"Exploration du médiastin, par médiastinoscopie",1,0,245.44,174.61,,,1,ADC
"[A, F, P, S, U, 7, 3]",,Avec ou sans : biopsie et/ou prélèvement,,,,,,,,
,,anesthésie,4,0,107.22,107.22,,,1,ADA
,,(GELE001),,,,,,,,
ZBQC001,,"Exploration du thorax sans biopsie du poumon, par thoracoscopie",1,0,209.00,209.00,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 4, 5, 3]",,Thoracoscopie exploratrice,,,,,,,,
,,"Biopsie du médiastin, de la plèvre, de nœud [ganglion] lymphatique, par thoracoscopie",,,,,,,,
,,anesthésie,4,0,152.72,152.72,,,1,ADA
,,(GELE001),,,,,,,,
ZBQA002,,"Exploration du thorax sans biopsie du poumon, par thoracotomie",1,0,356.21,294.38,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 4, 5, 3]",,Thoracotomie exploratrice,,,,,,,,
,,"Biopsie du médiastin, de la plèvre, de nœud [ganglion] lymphatique, par thoracotomie",,,,,,,,
,,anesthésie,4,0,220.64,220.64,,,1,ADA
,,(GELE001),,,,,,,,
ZBQC002,,"Exploration du thorax avec biopsie du poumon, par thoracoscopie",1,0,209.00,209.00,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 4, 5, 3]",,anesthésie,4,0,157.59,157.59,,,1,ADA
,,(GELE001),,,,,,,,
ZBQA001,,"Exploration du thorax avec biopsie du poumon, par thoracotomie",1,0,254.85,235.59,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 4, 5, 3]",,anesthésie,4,0,209.00,209.00,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
06.01.11,,Examen anatomopathologique de l'appareil respiratoire,,,,,,,,
,,"Par structure anatomique, on entend : élément du corps humain, unitissulaire ou pluritissulaire, topographiquement délimité, constituant un ensemble organisé destiné à remplir un rôle déterminé ou une fonction. Il peut s'agir par exemple : 
– d'un organe : estomac, peau, muscle,
– d'une entité concourant à une finalité caractéristique : méninge, séreuse, 
– d'une région anatomique : médiastin, région rétropéritonéale",,,,,,,,
,,"Par prélèvements non différenciés [non individualisés], on entend : prélèvements multiples, quels que soient leur nombre et leurs modalités, non distingués les uns des autres lors du prélèvement",,,,,,,,
,,"Par prélèvements différenciés [individualisés], on entend : prélèvements multiples, quels que soient leur nombre et leurs modalités, distingués les uns des autres lors du prélèvement",,,,,,,,
,,"L'examen cytopathologique d'un prélèvement inclut : la préparation de l'échantillon, sa fixation, la préparation microscopique avec une coloration standard, avec ou sans photographie, l'interprétation, les éventuels réexamens aux divers stades de réalisation, le compte rendu et le codage
Avec ou sans : coloration spéciale",,,,,,,,
,,"Par biopsie, on entend : prélèvement sur une structure anatomique d'un fragment biopsique ou de fragments biopsiques multiples non distingués les uns des autres lors du prélèvement.",,,,,,,,
,,"L'examen histopathologique de biopsie inclut : l'échantillonnage, la fixation, l'inclusion, la préparation microscopique avec une coloration standard à base d'hémalun ou d'hématoxyline-éosine ou de phloxine avec ou sans safran, avec ou sans photographie, l'interprétation, les éventuels réexamens aux divers stades de réalisation, le compte rendu, le codage
Avec ou sans : – coloration spéciale
                              – coupes sériées
                              – empreinte par apposition cellulaire
                             – écrasis cellulaire",,,,,,,,
,,"Par pièce d'exérèse, on entend : exérèse partielle ou totale, monobloc ou en plusieurs fragments non différenciés par le préleveur, pour chaque structure anatomique",,,,,,,,
,,"Par berge, on entend : limite de la résection [incision].",,,,,,,,
,,"Par recoupe, on entend : exérèse supplémentaire effectuée par le préleveur, au-delà des berges de l'exérèse initiale
Avec ou sans : examen de berge",,,,,,,,
,,"Par groupe lymphonodal [ganglionnaire lymphatique], on entend : ensemble de nœuds [ganglions] lymphatiques non différenciés par le préleveur au cours d'un curage lymphonodal [ganglionnaire]",,,,,,,,
,,"L'examen anatomopathologique, inclut : l'examen macroscopique et microscopique de pièce d'exérèse",,,,,,,,
,,L'examen anatomopathologique d'un organe inclut : l'examen du feuillet viscéral de son éventuelle séreuse,,,,,,,,
,,"L'examen anatomopathologique de pièce d'exérèse inclut : l'échantillonnage, la fixation, l'inclusion, la préparation microscopique avec une coloration standard à base d'hémalun ou d'hématoxyline-éosine ou de phloxine avec ou sans safran, avec ou sans photographie, l'interprétation, les éventuels réexamens aux divers stades de réalisation, le compte rendu, le codage
Avec ou sans : – coloration spéciale
                             – coupes sériées
                             – empreinte par apposition cellulaire
                             – écrasis cellulaire",,,,,,,,
,,"Facturation :
– un seul acte peut être facturé que l'exérèse soit monobloc ou en fragments non différenciés par le préleveur, partielle ou totale, pour chaque structure anatomique",,,,,,,,
,,"La pièce d'exérèse pour examen anatomopathologique à visée carcinologique inclut :
– les structures anatomiques ayant un rapport de continuité ou de contiguïté [organes de voisinage] quel qu'en soit le nombre
– les éventuelles recoupes
– les nœuds [ganglions] lymphatiques ou groupes lymphonodaux [ganglionnaires lymphatiques] satellites non différenciés par le préleveur",,,,,,,,
,,"Par examen anatomopathologique à visée carcinologique, on entend : examen anatomopathologique de pièce d'exérèse de lésion présumée cancéreuse ou précancéreuse",,,,,,,,
,,"L'examen anatomopathologique à visée carcinologique, inclut : l'examen anatomopathologique de lésion cancéreuse de découverte fortuite lors de l'intervention ou de l'examen anatomopathologique
A l'exclusion de : examen anatomopathologique de lésion précancéreuse de découverte fortuite lors de l'examen anatomopathologique",,,,,,,,
,,"Coder éventuellement : 
– examen anatomopathologique de pièce d'exérèse d'une autre structure anatomique différenciée par le préleveur
– examen anatomopathologique de pièce d'exérèse de groupes lymphonodaux [ganglionnaires lymphatiques] différenciés par le préleveur ou de pièce de curage lymphonodal [ganglionnaire] ",,,,,,,,
,,,,,,,,,,
06.01.11.01,,Examen cytopathologique de prélèvement de l'appareil respiratoire,,,,,,,,
,,À l'exclusion de : examen cytopathologique en phase liquide [technique monocouche] (cf. 17.02.01.02),,,,,,,,
,,,,,,,,,,
GEQX002,,"Examen cytopathologique de produit de lavage bronchioloalvéolaire, non différencié, avec coloration spéciale",1,0,28.00,28.00,,,5,ATM
GEQX001,,"Examen cytopathologique de produit de lavage bronchioloalvéolaire, différencié, avec coloration spéciale",1,0,56.00,56.00,,,5,ATM
,,,,,,,,,,
06.01.11.02,,Examen histopathologique de biopsie de l'appareil respiratoire,,,,,,,,
,,,,,,,,,,
GFQX020,,Examen histopathologique de biopsie de poumon avec coloration spéciale pour diagnostic d'affection non carcinologique,1,0,60.00,60.00,,,5,ATM
,,,,,,,,,,
06.01.11.03,,Examen anatomopathologique de pièce d'exérèse du haut appareil respiratoire,,,,,,,,
,,,,,,,,,,
GCQX004,,Examen anatomopathologique à visée carcinologique de pièce d'exérèse de cavité nasale [fosse nasale] et/ou de sinus paranasal,1,0,68.20,68.20,,,5,ATM
GCQX005,,Examen anatomopathologique à visée carcinologique de pièce d'exérèse du rhinopharynx,1,0,66.45,66.45,,,5,ATM
GDQX004,,Examen anatomopathologique à visée carcinologique de pièce de cordectomie laryngée,1,0,70.27,70.27,,,5,ATM
GDQX008,,Examen anatomopathologique à visée carcinologique de pièce de laryngectomie partielle et/ou de pharyngectomie partielle,1,0,108.23,108.23,,,5,ATM
,,À l'exclusion de : Examen anatomopathologique à visée carcinologique de pièce de laryngectomie partielle verticale ou de laryngectomie totale (GDQX005),,,,,,,,
GDQX005,,Examen anatomopathologique à visée carcinologique de pièce de laryngectomie partielle verticale ou de laryngectomie totale,1,0,119.57,119.57,,,5,ATM
,,,,,,,,,,
06.01.11.04,,Examen anatomopathologique de pièce d'exérèse de l'appareil respiratoire intrathoracique,,,,,,,,
,,,,,,,,,,
GFQX006,,"Examen anatomopathologique à visée carcinologique de pièce d'exérèse pulmonaire non anatomique et/ou de segmentectomie, non différenciées, sans résection de côte ni de vertèbre",1,0,68.45,68.45,,,5,ATM
GFQX009,,"Examen anatomopathologique à visée carcinologique de pièce d'exérèse pulmonaire non anatomique et/ou de segmentectomie, différenciées, sans résection de côte ni de vertèbre",1,0,99.72,99.72,,,5,ATM
GFQX010,,"Examen anatomopathologique à visée carcinologique de pièce d'exérèse pulmonaire non anatomique et/ou de segmentectomie, avec résection de côte et/ou de vertèbre",1,0,96.64,96.64,,,5,ATM
GFQX004,,"Examen anatomopathologique à visée carcinologique de pièce d'exérèse d'une lobectomie pulmonaire, sans résection de côte ni de vertèbre",1,0,116.35,116.35,,,5,ATM
GFQX008,,"Examen anatomopathologique à visée carcinologique de pièce de pneumonectomie ou de lobectomies pulmonaires multiples, sans résection de côte ni de vertèbre",1,0,132.60,132.60,,,5,ATM
,,Avec ou sans : examen à visée carcinologique de pièce d'exérèse pulmonaire non anatomique et/ou de segmentectomie,,,,,,,,
GFQX005,,"Examen anatomopathologique à visée carcinologique de pièce d'exérèse d'une lobectomie pulmonaire, avec résection de côte et/ou de vertèbre",1,0,142.24,142.24,,,5,ATM
GFQX007,,"Examen anatomopathologique à visée carcinologique de pièce de pneumonectomie ou de lobectomies pulmonaires multiples, avec résection de côte et/ou de vertèbre",1,0,159.06,159.06,,,5,ATM
,,Avec ou sans : examen à visée carcinologique de pièce d'exérèse pulmonaire non anatomique et/ou de segmentectomie,,,,,,,,
GGQX004,,Examen anatomopathologique à visée carcinologique de pièce d'exérèse de tumeur de plèvre ,1,0,70.71,70.71,,,5,ATM
,,Avec ou sans : Examen anatomopathologique à visée carcinologique de résection de côte et/ou de vertèbre et/ou de poumon,,,,,,,,
,,,,,,,,,,
06.01.11.05,,Examen de génétique somatique à visée oncothéranostique,,,,,,,,
,,Par thérapie ciblée on entend : traitement n'apportant de bénéfices que chez certains patients identifiés par un marqueur prédictif déterminé par un test compagnon,,,,,,,,
,,"Par test compagnon on entend : test prédictif permettant de sélectionner, en fonction de leur statut pour un marqueur prédictif identifié par ce test, uniquement les patients chez lesquels le traitement est susceptible ; (i) d'apporter un bénéfice parmi ceux diagnostiqués pour une maladie donnée ou (ii) d'induire des effets indésirables nécessitant de ne pas recourir au traitement ou d'adapter sa posologie. Le test est considéré comme « compagnon » d'utilisation du traitement.",,,,,,,,
,,,,,,,,,,
ZZQX042,,Test de détection des mutations génétiques de tumeur maligne de l'appareil respiratoire pour thérapie ciblée [Test compagnon],1,0,237.55,237.55,,,5,ATM
,,Indication : dans les indications des autorisations de mise sur le marché de la thérapie ciblée,,,,,,,,
,,Environnement : conformément aux conditions de réalisation listées par la Haute autorité de santé dans son rapport d'évaluation des technologies de santé du 9 septembre 2021,,,,,,,,
,,"Facturation : 
- seuls les tests identifiant le biomarqueur désigné dans l'autorisation de mise sur le marché de la thérapie ciblée peuvent être facturés ;
-la détection de la mutation ne doit pas avoir été réalisée dans le cadre d'un panel NGS au moment du diagnostic du cancer
- Prise en charge provisoire conformément aux
dispositions des articles L. 162-1-7 et D. 162-25-1 du Code de la sécurité sociale
",,,,,,,,
,,,,,,,,,,
6.0199999999999996,,ACTES THÉRAPEUTIQUES SUR LES VOIES RESPIRATOIRES,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
06.02.01,,Actes thérapeutiques sur le nez,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
06.02.01.01,,Suture de plaie du nez,,,,,,,,
,,,,,,,,,,
GAJA002,,Parage et/ou suture de plaie du nez,1,0,55.02,38.50,,,1,ADC
"[F, M, P, S, U]",,(ZZLP054),,,,,,,,
GAEA001,,"Repositionnement de fragment de nez amputé, sans anastomose vasculaire",1,0,136.11,105.28,,,1,ADC
"[A, F, P, S, U, 7, 3]",,anesthésie,4,0,80.53,80.53,,,1,ADA
,,(GELE001),,,,,,,,
GAEA002,,"Réimplantation de fragment de nez, avec anastomoses vasculaires",1,0,485.08,386.68,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 7, 3]",,anesthésie,4,0,139.58,139.58,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
06.02.01.02,,Exérèse de lésion du nez,,,,,,,,
,,Avec ou sans : suture immédiate,,,,,,,,
,,Coder éventuellement : réparation immédiate de la perte de substance par autogreffe ou lambeau (cf 06.02.01.03),,,,,,,,
,,,,,,,,,,
GAFA007,,Exérèse non transfixiante de lésion de la peau du nez ou de la muqueuse narinaire,1,0,50.16,41.19,,,1,ADC
,,"À l'exclusion de : 
- exérèse de lésion ou de malformation de la cavité nasale, par voie nasale (GAFD001)
- polypectomie intranasale (GAFD002)",,,,,,,,
,,"(ZZHA001, ZZLP025)",,,,,,,,
,,(Forfait Sécurité Dermatologie),,,,,,,,
GAFA005,,Exérèse transfixiante de lésion de la peau du nez et/ou de la muqueuse narinaire,1,0,125.40,125.40,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,67.72,67.72,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
GAFA002,,Exérèse subtotale ou totale [amputation] de la pointe et/ou de l'aile du nez,1,0,125.40,125.40,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,66.22,66.22,,,1,ADA
,,"(GELE001, ZZHA001)",,,,,,,,
GAFA008,,Amputation de la pyramide nasale,1,0,194.03,165.21,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,96.99,96.99,,,1,ADA
,,(GELE001),,,,,,,,
GAFA004,,Amputation de la pyramide nasale étendue au philtrum et/ou à la joue,1,0,194.03,165.21,,,1,ADC
"[A, J, K, T, 7, 3]",,anesthésie,4,0,96.99,96.99,,,1,ADA
,,(GELE001),,,,,,,,
GAFA003,,"Excision ou décortication d'un rhinophyma, sans laser",1,0,104.98,87.22,,,1,ADC
"[J, K, T]",,"(ZZHA001, ZZLP025)",,,,,,,,
GAFA001,,"Excision ou décortication d'un rhinophyma, avec laser",1,0,104.98,87.22,,,1,ADC
"[J, K, T]",,(ZZLP025),,,,,,,,
,,,,,,,,,,
06.02.01.03,,Réparation de perte de substance du nez,,,,,,,,
,,La réparation de perte de substance du nez par autogreffe ou lambeau inclut la réparation de la zone de prélèvement du greffon ou du lambeau.,,,,,,,,
,,,,,,,,,,
GAMA019,,Réparation de perte de substance du nez par autogreffe composée d'auricule,1,0,218.59,218.59,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 7, 3]",,anesthésie,4,0,121.14,121.14,,,1,ADA
,,(GELE001),,,,,,,,
GAMA018,,Réparation de perte de substance du nez par lambeau local,1,0,191.24,191.24,,,1,ADC
"[A, F, P, S, U, 7, 3]",,"Réparation de perte de substance du nez par lambeau de rotation, d'avancement, de transposition, hachette",,,,,,,,
,,anesthésie,4,0,100.08,100.08,,,1,ADA
,,(GELE001),,,,,,,,
GAMA012,,Réparation de perte de substance du nez par lambeau régional,1,0,215.03,205.04,,,1,ADC
"[A, F, P, S, U, 7, 3]",,"Réparation de perte de substance du nez par lambeau nasogénien, jugal, frontoglabellaire, labial, de Rieger",,,,,,,,
,,"À l'exclusion de : réparation de perte de substance du nez
- par lambeau frontal à pédicule inférieur (GAMA002) 
- par lambeau scalpant (GAMA014)",,,,,,,,
,,anesthésie,4,0,109.47,109.47,,,1,ADA
,,(GELE001),,,,,,,,
GAMA002,,Réparation de perte de substance du nez par lambeau frontal à pédicule inférieur,1,0,349.69,334.49,,,1,ADC
"[A, F, J, K, T, P, S, U, 7, 3]",,"Réparation de perte de substance du nez par lambeau médian, oblique, en aile de mouette",,,,,,,,
,,anesthésie,4,0,134.98,134.98,,,1,ADA
,,(GELE001),,,,,,,,
GAMA014,,Réparation de perte de substance du nez par lambeau scalpant,1,0,524.90,436.11,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 7, 3]",,"Réparation de perte de substance du nez par lambeau scalpant type Converse, frontal à pédicule supérieur, faucille, Washio",,,,,,,,
,,anesthésie,4,0,132.73,132.73,,,1,ADA
,,(GELE001),,,,,,,,
GAMA006,,"Réparation de perte de substance du nez par lambeau scalpant doublé par lambeau en charnière, lambeau frontal, et/ou autogreffe",1,0,612.50,486.92,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 7, 3]",,anesthésie,4,0,140.24,140.24,,,1,ADA
,,(GELE001),,,,,,,,
GAMA023,,Réparation de perte de substance du nez par lambeau brachial ou antébrachial à pédicule transitoire,1,0,486.92,486.92,,,1,ADC
"[A, F, J, K, T, P, S, U, 7, 3]",,anesthésie,4,0,122.22,122.22,,,1,ADA
,,(GELE001),,,,,,,,
GAMA021,,"Reconstruction du nez, de l’héminez ou de la pointe de nez avec armature ostéochondrale, lambeau de couverture cutanée et lambeau de doublure muqueuse",1,0,699.38,551.14,,,1,ADC
"[A, F, J, K, T, P, S, U, O, 7, 3]",,anesthésie,4,0,176.86,176.86,,,1,ADA
,,(GELE001),,,,,,,,
,,,,,,,,,,
06.02.01.04,,"Rhinoplastie, septoplastie et rhinoseptoplastie",,,,,,,,
,,,,,,,,,,
GAMA008,,Rhinoplastie primitive de la pointe,1,0,209.00,209.00,,AP,1,ADC
"[A, J, K, T, 7, 3]",,"Indication : liée à des troubles fonctionnels ou des malformations : séquelles de fente labioalvéloaire et autres malformations nasales, problèmes de ventilation liée à la valve nasale",,,,,,,,
,,anesthésie,4,0,77.85,77.85,,,1,ADA
,,(GELE001),,,,,,,,
GAMA003,,"Rhinoplastie sans ostéotomie, avec autogreffe de cartilage de septum nasal",1,0,262.81,257.77,,AP,1,ADC
"[A, J, K, T, 7, 3]",,"Indication : troubles fonctionnels ou malformations : séquelles de fente labioalvéolaire et autres malformations nasales, problèmes de ventilation liée à la valve nasale, séquelles de traumatisme nasal (ensellure, déviation)",,,,,,,,
,,anesthésie,4,0,110.69,110.69,,,1,ADA
,,(GELE001),,,,,,,,
GAMA024,,"Rhinoplastie avec ostéotomie, sans autogreffe de cartilage",1,0,262.81,240.21,,AP,1,ADC
"[A, J, K, T, 7, 3]",,"Indication : troubles fonctionnels ou malformations : séquelles de fente labioalvéolaire et autres malformations nasales, problèmes de ventilation liée à la valve nasale, séquelles de traumatisme nasal (ensellure, déviation)",,,,,,,,
,,anesthésie,4,0,104.50,104.50,,,1,ADA
,,(GELE001),,,,,,,,
GAMA013,,Rhinoplastie avec ostéotomie et autogreffe de cartilage de septum nasal,1,0,329.42,296.40,,AP,1,ADC
"[A, J, K, T, 7, 3]",,"Indication : troubles fonctionnels ou malformations : séquelles de fente labioalvéloaire et autres malformations nasales, problèmes de ventilation liée à la valve nasale, séquelles de traumatisme nasal (ensellure, déviation)",,,,,,,,
